run	set	worker	status	tsload	tssend	doc1img	doc1txt	doc1keys	doc1rel	doc2img	doc2txt	doc2keys	doc2rel	doc3img	doc3txt	doc3keys	doc3rel	doc4img	doc4txt	doc4keys	doc4rel	doc5img	doc5txt	doc5keys	doc5rel	kfails	tfails	comment
3	178	381	Accepted	15/09/2011 05:05:32	15/09/2011 05:09:12	35.89	0.00	2	68	47.42	0.00	1	91	38.46	0.00	1	46	42.39	0.00	2	48	38.83	14.98	2	28	0	0	""
3	760	737	Skipped	15/09/2011 05:09:03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	822	381	Preview	15/09/2011 05:09:14	15/09/2011 05:09:45	30.03	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	524	536	Preview	15/09/2011 05:09:45	15/09/2011 05:10:16	30.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	813	381	Preview	15/09/2011 05:09:48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	383	381	Preview	15/09/2011 05:09:53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	383	381	Accepted	15/09/2011 05:09:57	15/09/2011 05:11:43	20.34	0.00	2	59	22.79	0.00	1	58	29.06	0.00	1	58	9.62	0.00	1	59	23.75	0.00	1	59	0	0	""
3	72	381	Preview	15/09/2011 05:11:46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	72	381	Accepted	15/09/2011 05:11:55	15/09/2011 05:14:12	23.63	0.00	1	99	20.22	0.00	2	2	37.60	0.00	1	99	31.22	0.00	2	4	24.21	0.00	2	96	0	0	""
3	828	381	Preview	15/09/2011 05:14:15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	828	381	Accepted	15/09/2011 05:14:22	15/09/2011 05:17:21	21.69	0.00	1	2	42.06	0.00	2	23	60.67	0.00	2	64	21.10	0.00	1	78	32.50	0.00	1	4	0	0	""
3	410	381	Preview	15/09/2011 05:17:24	15/09/2011 05:17:55	30.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	5	381	Preview	15/09/2011 05:17:55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	5	381	Accepted	15/09/2011 05:17:59	15/09/2011 05:21:43	52.53	0.00	1	30	64.62	0.00	1	14	13.86	0.00	1	5	60.05	0.00	2	7	31.68	0.00	1	88	0	0	""
3	10	381	Preview	15/09/2011 05:21:45	15/09/2011 05:22:36	50.05	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	718	381	Preview	15/09/2011 05:22:40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	718	381	Accepted	15/09/2011 05:22:46	15/09/2011 05:26:03	30.15	0.00	2	8	32.01	0.00	1	8	74.88	0.00	2	57	30.70	0.00	2	13	28.05	0.00	1	7	0	0	""
3	434	381	Preview	15/09/2011 05:26:05	15/09/2011 05:26:26	20.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	434	381	Accepted	15/09/2011 05:26:34	15/09/2011 05:30:10	61.59	0.00	1	6	25.36	7.94	1	7	59.67	0.00	1	8	33.00	0.00	1	84	27.40	0.00	1	83	0	0	""
3	29	381	Preview	15/09/2011 05:30:13	15/09/2011 05:30:33	20.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	29	381	Accepted	15/09/2011 05:30:43	15/09/2011 05:33:05	38.52	0.00	2	93	35.20	0.00	1	12	5.09	13.08	1	0	22.09	0.00	2	92	27.30	0.00	1	44	0	0	""
3	143	132	Preview	15/09/2011 05:31:58	15/09/2011 05:32:49	50.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	625	381	Preview	15/09/2011 05:33:07	15/09/2011 05:34:39	90.11	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	833	381	Preview	15/09/2011 05:34:38	15/09/2011 05:35:19	40.05	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	833	381	Accepted	15/09/2011 05:35:26	15/09/2011 05:38:53	39.91	0.00	2	13	6.88	0.00	1	1	67.78	0.00	1	38	50.02	0.00	1	3	41.22	0.00	1	62	0	0	""
3	754	381	Preview	15/09/2011 05:38:56	15/09/2011 05:51:27	750.80	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	62	381	Preview	15/09/2011 05:51:36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	62	381	Accepted	15/09/2011 05:51:41	15/09/2011 05:53:53	19.70	0.00	1	95	25.11	0.00	1	43	25.32	0.00	1	1	13.98	0.00	2	96	46.97	0.00	1	91	0	0	""
3	790	381	Preview	15/09/2011 05:53:56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	790	381	Accepted	15/09/2011 05:54:03	15/09/2011 05:56:25	28.99	0.00	1	44	23.50	0.00	2	48	15.69	0.00	2	46	15.78	0.00	1	46	57.04	0.00	2	82	0	0	""
3	675	381	Preview	15/09/2011 05:56:28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	675	381	Accepted	15/09/2011 05:56:36	15/09/2011 05:59:26	49.20	0.00	1	38	6.54	28.63	2	10	32.43	0.00	2	84	31.48	0.00	2	80	20.48	0.00	2	77	0	0	""
3	229	381	Preview	15/09/2011 05:59:28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	103	381	Preview	15/09/2011 05:59:36	15/09/2011 05:59:46	10.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	103	381	Accepted	15/09/2011 05:59:47	15/09/2011 06:03:07	72.98	0.00	2	0	22.98	0.00	1	5	7.49	0.00	2	1	25.99	0.00	2	89	69.77	0.00	2	90	0	0	""
3	64	381	Preview	15/09/2011 06:03:09	15/09/2011 06:05:10	120.13	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	451	381	Preview	15/09/2011 06:05:14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	827	381	Preview	15/09/2011 06:05:19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	827	381	Accepted	15/09/2011 06:05:24	15/09/2011 06:07:48	50.33	0.00	2	58	41.64	0.00	1	5	19.23	0.00	2	4	11.39	0.00	1	3	19.79	0.00	2	88	0	0	""
3	140	731	Preview	15/09/2011 06:06:17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	140	731	Accepted	15/09/2011 06:06:22	15/09/2011 06:07:19	10.08	0.00	2	0	8.92	0.00	2	0	18.03	0.00	2	17	8.78	0.00	1	0	9.61	0.00	1	0	0	0	""
3	561	731	Accepted	15/09/2011 06:07:23	15/09/2011 06:08:18	13.12	0.00	2	88	9.67	0.00	1	47	8.00	0.00	2	76	8.69	0.00	1	79	13.68	0.00	1	83	0	0	""
3	167	381	Preview	15/09/2011 06:07:51	15/09/2011 06:08:03	10.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	167	381	Accepted	15/09/2011 06:08:05	15/09/2011 06:12:27	65.14	0.00	2	8	111.42	0.00	2	25	39.45	0.00	1	25	12.81	0.00	1	0	27.09	0.00	2	0	0	0	""
2	57	27	Preview	15/09/2011 06:08:16	15/09/2011 06:09:32	70.04	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	812	731	Accepted	15/09/2011 06:08:23	15/09/2011 06:09:24	12.89	0.00	1	99	12.96	0.00	1	0	16.93	0.00	1	1	8.28	0.00	2	87	9.36	0.00	2	99	1	0	""
3	31	731	Accepted	15/09/2011 06:09:28	15/09/2011 06:10:29	8.91	0.00	2	47	10.95	0.00	2	22	8.03	0.00	2	0	25.37	0.00	1	0	5.87	0.00	1	0	1	0	""
3	373	371	Preview	15/09/2011 06:10:00	15/09/2011 06:11:37	80.03	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	613	731	Accepted	15/09/2011 06:10:33	15/09/2011 06:11:36	10.13	0.00	2	96	8.33	0.00	2	0	13.03	0.00	1	64	14.15	0.00	1	0	16.02	0.00	2	99	0	0	""
3	669	731	Accepted	15/09/2011 06:11:39	15/09/2011 06:12:51	17.96	0.00	1	1	18.99	0.00	1	0	8.46	0.00	1	99	7.10	0.00	1	0	17.55	0.00	1	77	0	0	""
3	230	20	Preview	15/09/2011 06:12:04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	410	381	Preview	15/09/2011 06:12:30	15/09/2011 06:18:51	380.35	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	37	731	Accepted	15/09/2011 06:12:55	15/09/2011 06:14:01	7.61	0.00	1	61	9.92	0.00	2	92	14.40	0.00	2	62	9.55	0.00	1	63	23.06	0.00	1	61	1	0	""
3	454	632	Preview	15/09/2011 06:13:54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	454	632	Accepted	15/09/2011 06:14:03	15/09/2011 06:22:00	116.41	15.63	2	0	66.09	0.00	1	22	153.17	0.00	1	25	67.17	0.00	1	50	58.45	0.00	1	0	0	0	""
3	824	731	Accepted	15/09/2011 06:14:06	15/09/2011 06:15:10	10.84	0.00	1	78	14.71	0.00	2	76	12.71	0.00	2	31	13.09	0.00	1	87	11.50	0.00	1	92	0	0	""
3	64	594	Preview	15/09/2011 06:14:31	15/09/2011 06:16:03	51.72	0.00	NA	NA	15.52	0.00	NA	NA	4.29	0.00	NA	NA	1.68	0.00	NA	NA	17.21	0.00	NA	NA	NA	NA	NA
3	68	731	Accepted	15/09/2011 06:15:13	15/09/2011 06:16:00	8.58	0.00	1	49	10.00	0.00	2	59	5.99	0.00	1	50	7.96	0.00	1	57	12.84	0.00	1	35	1	0	""
3	830	157	Preview	15/09/2011 06:15:49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	797	594	Preview	15/09/2011 06:16:03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	43	731	Preview	15/09/2011 06:16:04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	797	594	Skipped	15/09/2011 06:16:09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	43	731	Accepted	15/09/2011 06:16:14	15/09/2011 06:17:18	22.11	0.00	1	70	7.30	0.00	1	0	7.46	0.00	2	85	9.89	0.00	2	0	15.94	0.00	2	77	0	0	""
2	151	126	Preview	15/09/2011 06:16:15	15/09/2011 06:16:38	20.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	151	126	Accepted	15/09/2011 06:16:42	15/09/2011 06:25:08	59.33	0.00	2	96	62.55	0.00	1	95	59.65	0.00	1	0	140.53	0.00	2	0	183.29	0.00	1	96	0	0	""
3	439	731	Preview	15/09/2011 06:17:22	15/09/2011 06:18:23	60.08	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	28	681	Preview	15/09/2011 06:18:27	15/09/2011 06:18:39	10.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	513	381	Preview	15/09/2011 06:18:51	15/09/2011 06:21:12	140.16	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	159	594	Preview	15/09/2011 06:19:10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	717	246	Preview	15/09/2011 06:20:04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	157	381	Preview	15/09/2011 06:21:21	15/09/2011 06:32:25	663.10	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	463	632	Preview	15/09/2011 06:22:03	15/09/2011 06:22:23	20.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	463	632	Accepted	15/09/2011 06:22:30	15/09/2011 06:29:44	86.83	0.00	2	83	79.89	0.00	2	83	104.97	0.00	1	92	113.02	0.00	1	32	48.88	0.00	1	92	0	0	""
2	57	126	Preview	15/09/2011 06:25:14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	215	721	Preview	15/09/2011 06:27:03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	3	632	Preview	15/09/2011 06:29:46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	673	381	Preview	15/09/2011 06:32:32	15/09/2011 06:33:53	80.06	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	54	381	Preview	15/09/2011 06:34:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	445	381	Preview	15/09/2011 06:34:06	15/09/2011 06:34:18	10.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	543	381	Preview	15/09/2011 06:34:21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	543	381	Accepted	15/09/2011 06:34:25	15/09/2011 06:37:49	64.59	0.00	1	27	32.45	0.00	1	81	19.00	0.00	1	8	54.25	0.00	1	13	22.55	9.17	1	0	0	0	""
3	159	731	Preview	15/09/2011 06:34:47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	159	731	Accepted	15/09/2011 06:34:54	15/09/2011 06:36:13	34.75	0.00	2	0	12.35	0.00	1	0	9.97	0.00	2	0	6.00	0.00	1	0	15.11	0.00	1	26	1	0	""
3	526	414	Preview	15/09/2011 06:35:06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	526	414	Skipped	15/09/2011 06:35:19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	151	729	Preview	15/09/2011 06:35:22	15/09/2011 06:36:13	20.00	30.01	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	219	731	Accepted	15/09/2011 06:36:21	15/09/2011 06:37:53	37.31	0.00	1	47	14.31	0.00	1	2	10.68	0.00	2	99	14.54	0.00	1	99	12.52	0.00	1	49	0	0	""
3	563	381	Preview	15/09/2011 06:37:52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	3	731	Accepted	15/09/2011 06:37:57	15/09/2011 06:38:55	12.23	0.00	1	80	13.95	0.00	2	51	9.58	0.00	2	49	14.62	0.00	1	68	5.38	0.00	2	50	0	0	""
3	789	381	Preview	15/09/2011 06:37:59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	789	381	Accepted	15/09/2011 06:38:04	15/09/2011 06:39:45	24.21	0.00	2	34	18.97	0.00	1	93	22.68	0.00	1	92	15.19	0.00	2	40	19.46	0.00	1	50	0	0	""
3	232	731	Accepted	15/09/2011 06:38:58	15/09/2011 06:39:57	8.27	0.00	1	0	10.56	0.00	2	0	9.38	0.00	2	0	11.87	0.00	1	0	17.01	0.00	2	0	1	0	""
2	57	126	Preview	15/09/2011 06:39:45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	146	381	Preview	15/09/2011 06:39:48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	57	126	Rejected	15/09/2011 06:39:51	15/09/2011 06:52:54	73.75	0.00	2	0	97.34	0.00	2	0	89.06	0.00	2	0	79.78	0.00	2	0	442.05	0.00	1	0	1	0	""
3	614	381	Preview	15/09/2011 06:39:55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	614	381	Accepted	15/09/2011 06:39:59	15/09/2011 06:41:39	28.62	0.00	1	22	14.34	0.00	2	5	25.81	0.00	2	8	20.86	0.00	2	19	9.19	0.00	1	1	0	0	""
3	441	731	Skipped	15/09/2011 06:40:01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	636	731	Preview	15/09/2011 06:40:10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	636	731	Accepted	15/09/2011 06:40:15	15/09/2011 06:41:16	6.96	0.00	2	83	11.67	0.00	1	0	7.05	0.00	1	0	23.99	0.00	1	49	9.84	0.00	1	72	0	0	""
3	141	731	Preview	15/09/2011 06:41:20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	670	414	Preview	15/09/2011 06:41:37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	670	414	Accepted	15/09/2011 06:41:41	15/09/2011 06:42:53	11.22	0.00	2	58	16.43	0.00	1	54	12.79	0.00	1	17	11.92	0.00	2	58	18.69	0.00	2	51	0	0	""
3	510	381	Preview	15/09/2011 06:41:42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	637	381	Preview	15/09/2011 06:41:48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	216	381	Preview	15/09/2011 06:41:52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	166	381	Preview	15/09/2011 06:41:58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	166	381	Accepted	15/09/2011 06:42:02	15/09/2011 06:44:17	19.43	0.00	1	1	35.75	0.00	2	15	25.01	0.00	2	2	10.11	14.49	2	0	28.12	0.00	1	2	0	0	"No page relates to receding gums."
3	379	414	Preview	15/09/2011 06:42:57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	379	414	Accepted	15/09/2011 06:43:02	15/09/2011 06:44:21	15.87	0.00	2	54	15.48	0.00	1	56	10.66	0.00	2	57	12.21	0.00	1	73	22.95	0.00	1	61	0	0	""
3	208	381	Preview	15/09/2011 06:44:22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	274	414	Preview	15/09/2011 06:44:23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	749	381	Preview	15/09/2011 06:44:28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	274	414	Accepted	15/09/2011 06:44:28	15/09/2011 06:45:50	22.78	0.00	2	54	14.30	0.00	1	57	15.11	0.00	1	52	15.41	0.00	1	71	12.44	0.00	2	61	0	0	""
3	727	381	Preview	15/09/2011 06:44:36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	727	381	Accepted	15/09/2011 06:44:40	15/09/2011 06:47:03	54.11	0.00	2	50	23.51	0.00	1	70	28.22	0.00	2	44	16.13	0.00	2	58	19.59	0.00	1	76	0	0	""
3	816	414	Preview	15/09/2011 06:45:53	15/09/2011 07:04:53	1140.39	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	9	730	Preview	15/09/2011 06:47:02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	815	381	Preview	15/09/2011 06:47:05	15/09/2011 06:58:35	689.82	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	9	730	Accepted	15/09/2011 06:47:12	15/09/2011 06:48:55	26.64	0.00	1	50	14.21	0.00	1	62	19.63	0.00	1	55	25.78	0.00	1	19	15.37	0.00	1	53	0	0	""
3	411	730	Accepted	15/09/2011 06:48:57	15/09/2011 06:50:24	25.17	0.00	1	1	16.56	0.00	1	1	21.59	0.00	1	0	12.04	0.00	1	0	10.87	0.00	2	1	0	0	""
3	549	177	Preview	15/09/2011 06:50:03	15/09/2011 06:55:44	177.86	0.00	NA	NA	104.74	0.00	NA	NA	0.00	0.00	NA	NA	57.61	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	756	730	Accepted	15/09/2011 06:50:27	15/09/2011 06:52:50	27.29	0.00	2	1	45.55	0.00	2	1	23.45	0.00	1	80	31.99	0.00	2	50	13.76	0.00	2	0	0	0	""
2	151	169	Preview	15/09/2011 06:51:00	15/09/2011 06:51:21	20.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	714	730	Accepted	15/09/2011 06:52:53	15/09/2011 06:54:53	25.24	0.00	2	0	22.17	0.00	1	75	17.28	0.00	2	67	20.56	0.00	2	3	34.52	0.00	2	73	0	0	""
3	464	281	Preview	15/09/2011 06:54:28	15/09/2011 06:54:50	20.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	229	730	Preview	15/09/2011 06:54:56	15/09/2011 06:55:26	30.03	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	113	730	Preview	15/09/2011 06:55:33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	113	730	Accepted	15/09/2011 06:55:36	15/09/2011 06:57:02	20.81	0.00	2	29	21.67	0.00	2	17	9.91	0.00	2	49	18.23	0.00	2	49	13.88	0.00	1	14	0	0	""
3	825	730	Preview	15/09/2011 06:57:04	15/09/2011 06:57:55	50.04	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	825	730	Accepted	15/09/2011 06:57:56	15/09/2011 07:03:38	274.49	0.00	2	1	25.31	0.00	2	53	13.55	0.00	1	50	8.46	0.00	2	1	19.18	0.00	2	59	0	0	"re page 1, none of the keywords appear on the page"
3	631	381	Preview	15/09/2011 06:58:41	15/09/2011 07:04:03	321.59	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	638	510	Preview	15/09/2011 07:01:33	15/09/2011 07:02:16	20.03	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
3	638	510	Rejected	15/09/2011 07:02:26	15/09/2011 07:09:16	0.00	177.18	1	62	0.00	51.19	1	45	0.00	29.85	1	56	0.00	74.04	1	47	0.00	75.36	2	61	3	0	""
